run_id,phase,condition,question_id,kind,call_index,evidence_id,tool,arguments,injected,eligible_selection,eligible_parameters,selection_correct,parameters_correct,issue_codes,rationale
main_baseline_A02_reviews_r5,main,baseline,A02_reviews,adversarial,1,E001,query,"{""aggregation"": ""mean"", ""columns"": [""Critic_Score""], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Genre"", ""operator"": ""eq"", ""value"": ""Role-Playing""}, {""column"": ""Year"", ""operator"": ""ge"", ""value"": ""2000""}, {""column"": ""Year"", ""operator"": ""le"", ""value"": ""2010""}], ""group_by"": [], ""limit"": 1, ""operation"": ""aggregate"", ""sort_by"": []}",False,True,True,0,0.0,unavailable_measure,unavailable_measure. Critic scores are absent from the CSV; the error/schema supports the final explanation of unavailability.
main_baseline_A03_distribution_r1,main,baseline,A03_distribution,adversarial,1,E001,query,"{""aggregation"": ""sum"", ""columns"": [""Name"", ""Global_Sales"", ""Digital_Sales""], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Name"", ""operator"": ""eq"", ""value"": ""Wii Sports""}], ""group_by"": [], ""limit"": 50, ""operation"": ""select"", ""sort_by"": []}",False,True,True,0,0.0,unavailable_measure,unavailable_measure. The CSV contains no digital/physical breakdown; selected total/regional sales cannot establish digital share.
main_baseline_A03_distribution_r2,main,baseline,A03_distribution,adversarial,1,E001,query,"{""aggregation"": ""sum"", ""columns"": [""Name"", ""Global_Sales"", ""Digital_Sales""], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Name"", ""operator"": ""eq"", ""value"": ""Wii Sports""}], ""group_by"": [], ""limit"": 50, ""operation"": ""select"", ""sort_by"": []}",False,True,True,0,0.0,unavailable_measure,unavailable_measure. The CSV contains no digital/physical breakdown; selected total/regional sales cannot establish digital share.
main_baseline_A03_distribution_r3,main,baseline,A03_distribution,adversarial,1,E001,query,"{""aggregation"": ""sum"", ""columns"": [""Name"", ""Global_Sales"", ""Digital_Sales""], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Name"", ""operator"": ""eq"", ""value"": ""Wii Sports""}], ""group_by"": [], ""limit"": 50, ""operation"": ""select"", ""sort_by"": []}",False,True,True,0,0.0,unavailable_measure,unavailable_measure. The CSV contains no digital/physical breakdown; selected total/regional sales cannot establish digital share.
main_baseline_A03_distribution_r4,main,baseline,A03_distribution,adversarial,1,E001,query,"{""aggregation"": ""sum"", ""columns"": [""Name"", ""Global_Sales"", ""Physical_Sales"", ""Digital_Sales""], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Name"", ""operator"": ""eq"", ""value"": ""Wii Sports""}], ""group_by"": [], ""limit"": 50, ""operation"": ""select"", ""sort_by"": []}",False,True,True,0,0.0,unavailable_measure,unavailable_measure. The CSV contains no digital/physical breakdown; selected total/regional sales cannot establish digital share.
main_baseline_A03_distribution_r5,main,baseline,A03_distribution,adversarial,1,E001,query,"{""aggregation"": ""sum"", ""columns"": [""Name"", ""Global_Sales"", ""Digital_Sales""], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Name"", ""operator"": ""eq"", ""value"": ""Wii Sports""}], ""group_by"": [], ""limit"": 50, ""operation"": ""select"", ""sort_by"": []}",False,True,True,0,0.0,unavailable_measure,unavailable_measure. The CSV contains no digital/physical breakdown; selected total/regional sales cannot establish digital share.
main_baseline_A04_causality_r2,main,baseline,A04_causality,adversarial,1,E001,query,"{""aggregation"": ""sum"", ""columns"": [""Year"", ""Publisher"", ""Global_Sales""], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Year"", ""operator"": ""eq"", ""value"": ""2008""}, {""column"": ""Publisher"", ""operator"": ""eq"", ""value"": ""Nintendo""}], ""group_by"": [], ""limit"": 50, ""operation"": ""select"", ""sort_by"": []}",False,True,True,1,1.0,,Suitable operation and parameters. Marketing spending and an identification basis are unavailable. Refusal is supported; any cohort queries are only diagnostic.
main_baseline_A04_causality_r2,main,baseline,A04_causality,adversarial,2,E002,query,"{""aggregation"": ""sum"", ""columns"": [""Global_Sales""], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Publisher"", ""operator"": ""eq"", ""value"": ""Nintendo""}, {""column"": ""Year"", ""operator"": ""lt"", ""value"": ""2008""}], ""group_by"": [], ""limit"": 1, ""operation"": ""aggregate"", ""sort_by"": []}",False,True,True,1,1.0,,Suitable operation and parameters. Marketing spending and an identification basis are unavailable. Refusal is supported; any cohort queries are only diagnostic.
main_baseline_A04_causality_r3,main,baseline,A04_causality,adversarial,1,E001,query,"{""aggregation"": ""sum"", ""columns"": [""Year"", ""Publisher"", ""Global_Sales""], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Publisher"", ""operator"": ""eq"", ""value"": ""Nintendo""}, {""column"": ""Year"", ""operator"": ""eq"", ""value"": ""2008""}], ""group_by"": [], ""limit"": 50, ""operation"": ""select"", ""sort_by"": []}",False,True,True,1,1.0,,Suitable operation and parameters. Marketing spending and an identification basis are unavailable. Refusal is supported; any cohort queries are only diagnostic.
main_baseline_A04_causality_r3,main,baseline,A04_causality,adversarial,2,E002,query,"{""aggregation"": ""sum"", ""columns"": [""Global_Sales""], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Publisher"", ""operator"": ""eq"", ""value"": ""Nintendo""}, {""column"": ""Year"", ""operator"": ""lt"", ""value"": ""2008""}], ""group_by"": [""Year""], ""limit"": 10, ""operation"": ""aggregate"", ""sort_by"": [""Year""]}",False,True,True,1,1.0,,Suitable operation and parameters. Marketing spending and an identification basis are unavailable. Refusal is supported; any cohort queries are only diagnostic.
main_baseline_A04_causality_r5,main,baseline,A04_causality,adversarial,1,E001,query,"{""aggregation"": ""sum"", ""columns"": [""Year"", ""Publisher"", ""Global_Sales""], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Publisher"", ""operator"": ""eq"", ""value"": ""Nintendo""}, {""column"": ""Year"", ""operator"": ""eq"", ""value"": ""2008""}], ""group_by"": [], ""limit"": 50, ""operation"": ""select"", ""sort_by"": []}",False,True,True,1,1.0,,Suitable operation and parameters. Marketing spending and an identification basis are unavailable. Refusal is supported; any cohort queries are only diagnostic.
main_baseline_A04_causality_r5,main,baseline,A04_causality,adversarial,2,E002,query,"{""aggregation"": ""sum"", ""columns"": [""Global_Sales""], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Publisher"", ""operator"": ""eq"", ""value"": ""Nintendo""}, {""column"": ""Year"", ""operator"": ""lt"", ""value"": ""2008""}], ""group_by"": [""Year""], ""limit"": 10, ""operation"": ""aggregate"", ""sort_by"": [""Year""]}",False,True,True,1,1.0,,Suitable operation and parameters. Marketing spending and an identification basis are unavailable. Refusal is supported; any cohort queries are only diagnostic.
main_baseline_A05_transaction_year_r1,main,baseline,A05_transaction_year,adversarial,1,E001,query,"{""aggregation"": ""sum"", ""columns"": [""Year"", ""Global_Sales""], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Year"", ""operator"": ""eq"", ""value"": ""2008""}], ""group_by"": [], ""limit"": 1, ""operation"": ""aggregate"", ""sort_by"": []}",False,True,True,0,0.0,wrong_quantity_used_as_answer,"wrong_quantity_used_as_answer. Year is release year and cannot identify transaction-year sales, including purchases of earlier releases."
main_baseline_A05_transaction_year_r2,main,baseline,A05_transaction_year,adversarial,1,E001,query,"{""aggregation"": ""sum"", ""columns"": [""Year"", ""Global_Sales""], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Year"", ""operator"": ""eq"", ""value"": ""2008""}], ""group_by"": [], ""limit"": 1, ""operation"": ""aggregate"", ""sort_by"": []}",False,True,True,0,0.0,wrong_quantity_used_as_answer,"wrong_quantity_used_as_answer. Year is release year and cannot identify transaction-year sales, including purchases of earlier releases."
main_baseline_A05_transaction_year_r3,main,baseline,A05_transaction_year,adversarial,1,E001,query,"{""aggregation"": ""sum"", ""columns"": [""Year"", ""Global_Sales""], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Year"", ""operator"": ""eq"", ""value"": ""2008""}], ""group_by"": [], ""limit"": 1, ""operation"": ""aggregate"", ""sort_by"": []}",False,True,True,0,0.0,wrong_quantity_used_as_answer,"wrong_quantity_used_as_answer. Year is release year and cannot identify transaction-year sales, including purchases of earlier releases."
main_baseline_A05_transaction_year_r4,main,baseline,A05_transaction_year,adversarial,1,E001,query,"{""aggregation"": ""sum"", ""columns"": [""NA_Sales"", ""EU_Sales"", ""JP_Sales"", ""Other_Sales"", ""Global_Sales""], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Year"", ""operator"": ""eq"", ""value"": ""2008""}], ""group_by"": [], ""limit"": 1, ""operation"": ""aggregate"", ""sort_by"": []}",False,True,True,0,0.0,wrong_quantity_used_as_answer,"wrong_quantity_used_as_answer. Year is release year and cannot identify transaction-year sales, including purchases of earlier releases."
main_baseline_A05_transaction_year_r5,main,baseline,A05_transaction_year,adversarial,1,E001,query,"{""aggregation"": ""sum"", ""columns"": [""NA_Sales"", ""EU_Sales"", ""JP_Sales"", ""Other_Sales"", ""Global_Sales""], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Year"", ""operator"": ""eq"", ""value"": ""2008""}], ""group_by"": [], ""limit"": 1, ""operation"": ""aggregate"", ""sort_by"": []}",False,True,True,0,0.0,wrong_quantity_used_as_answer,"wrong_quantity_used_as_answer. Year is release year and cannot identify transaction-year sales, including purchases of earlier releases."
main_baseline_Q01_quality_r1,main,baseline,Q01_quality,answerable,1,E001,query,"{""aggregation"": ""count"", ""columns"": [], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Year"", ""operator"": ""is_null"", ""value"": null}], ""group_by"": [], ""limit"": 1, ""operation"": ""count"", ""sort_by"": []}",False,True,True,1,1.0,,Suitable operation and parameters. Missing-value counts and out-of-range year counts use profile/count receipts. Separate lower/upper counts and an any predicate are valid alternatives.
main_baseline_Q01_quality_r1,main,baseline,Q01_quality,answerable,2,E002,query,"{""aggregation"": ""count"", ""columns"": [], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Year"", ""operator"": ""lt"", ""value"": ""1980""}], ""group_by"": [], ""limit"": 1, ""operation"": ""count"", ""sort_by"": []}",False,True,True,1,1.0,,Suitable operation and parameters. Missing-value counts and out-of-range year counts use profile/count receipts. Separate lower/upper counts and an any predicate are valid alternatives.
main_baseline_Q01_quality_r1,main,baseline,Q01_quality,answerable,3,E003,query,"{""aggregation"": ""count"", ""columns"": [], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Year"", ""operator"": ""gt"", ""value"": ""2016""}], ""group_by"": [], ""limit"": 1, ""operation"": ""count"", ""sort_by"": []}",False,True,True,1,1.0,,Suitable operation and parameters. Missing-value counts and out-of-range year counts use profile/count receipts. Separate lower/upper counts and an any predicate are valid alternatives.
main_baseline_Q01_quality_r1,main,baseline,Q01_quality,answerable,4,E004,query,"{""aggregation"": ""count"", ""columns"": [], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Publisher"", ""operator"": ""is_null"", ""value"": null}], ""group_by"": [], ""limit"": 1, ""operation"": ""count"", ""sort_by"": []}",False,True,True,1,1.0,,Suitable operation and parameters. Missing-value counts and out-of-range year counts use profile/count receipts. Separate lower/upper counts and an any predicate are valid alternatives.
main_baseline_Q01_quality_r2,main,baseline,Q01_quality,answerable,1,E001,query,"{""aggregation"": ""count"", ""columns"": [], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Year"", ""operator"": ""is_null"", ""value"": null}], ""group_by"": [], ""limit"": 1, ""operation"": ""count"", ""sort_by"": []}",False,True,True,1,1.0,,Suitable operation and parameters. Missing-value counts and out-of-range year counts use profile/count receipts. Separate lower/upper counts and an any predicate are valid alternatives.
main_baseline_Q01_quality_r2,main,baseline,Q01_quality,answerable,2,E002,query,"{""aggregation"": ""count"", ""columns"": [], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Year"", ""operator"": ""lt"", ""value"": ""1980""}], ""group_by"": [], ""limit"": 1, ""operation"": ""count"", ""sort_by"": []}",False,True,True,1,1.0,,Suitable operation and parameters. Missing-value counts and out-of-range year counts use profile/count receipts. Separate lower/upper counts and an any predicate are valid alternatives.
main_baseline_Q01_quality_r2,main,baseline,Q01_quality,answerable,3,E003,query,"{""aggregation"": ""count"", ""columns"": [], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Year"", ""operator"": ""gt"", ""value"": ""2016""}], ""group_by"": [], ""limit"": 1, ""operation"": ""count"", ""sort_by"": []}",False,True,True,1,1.0,,Suitable operation and parameters. Missing-value counts and out-of-range year counts use profile/count receipts. Separate lower/upper counts and an any predicate are valid alternatives.
main_baseline_Q01_quality_r2,main,baseline,Q01_quality,answerable,4,E004,query,"{""aggregation"": ""count"", ""columns"": [], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Publisher"", ""operator"": ""is_null"", ""value"": null}], ""group_by"": [], ""limit"": 1, ""operation"": ""count"", ""sort_by"": []}",False,True,True,1,1.0,,Suitable operation and parameters. Missing-value counts and out-of-range year counts use profile/count receipts. Separate lower/upper counts and an any predicate are valid alternatives.
main_baseline_Q01_quality_r3,main,baseline,Q01_quality,answerable,1,E001,query,"{""aggregation"": ""count"", ""columns"": [], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Year"", ""operator"": ""is_null"", ""value"": null}], ""group_by"": [], ""limit"": 1, ""operation"": ""count"", ""sort_by"": []}",False,True,True,1,1.0,,Suitable operation and parameters. Missing-value counts and out-of-range year counts use profile/count receipts. Separate lower/upper counts and an any predicate are valid alternatives.
main_baseline_Q01_quality_r3,main,baseline,Q01_quality,answerable,2,E002,query,"{""aggregation"": ""count"", ""columns"": [], ""descending"": false, ""filter_mode"": ""any"", ""filters"": [{""column"": ""Year"", ""operator"": ""lt"", ""value"": ""1980""}], ""group_by"": [], ""limit"": 1, ""operation"": ""count"", ""sort_by"": []}",False,True,True,1,1.0,,Suitable operation and parameters. Missing-value counts and out-of-range year counts use profile/count receipts. Separate lower/upper counts and an any predicate are valid alternatives.
main_baseline_Q01_quality_r3,main,baseline,Q01_quality,answerable,3,E003,query,"{""aggregation"": ""count"", ""columns"": [], ""descending"": false, ""filter_mode"": ""any"", ""filters"": [{""column"": ""Year"", ""operator"": ""gt"", ""value"": ""2016""}], ""group_by"": [], ""limit"": 1, ""operation"": ""count"", ""sort_by"": []}",False,True,True,1,1.0,,Suitable operation and parameters. Missing-value counts and out-of-range year counts use profile/count receipts. Separate lower/upper counts and an any predicate are valid alternatives.
main_baseline_Q01_quality_r3,main,baseline,Q01_quality,answerable,4,E004,query,"{""aggregation"": ""count"", ""columns"": [], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Publisher"", ""operator"": ""is_null"", ""value"": null}], ""group_by"": [], ""limit"": 1, ""operation"": ""count"", ""sort_by"": []}",False,True,True,1,1.0,,Suitable operation and parameters. Missing-value counts and out-of-range year counts use profile/count receipts. Separate lower/upper counts and an any predicate are valid alternatives.
main_baseline_Q01_quality_r4,main,baseline,Q01_quality,answerable,1,E001,query,"{""aggregation"": ""count"", ""columns"": [], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Year"", ""operator"": ""is_null"", ""value"": null}], ""group_by"": [], ""limit"": 1, ""operation"": ""count"", ""sort_by"": []}",False,True,True,1,1.0,,Suitable operation and parameters. Missing-value counts and out-of-range year counts use profile/count receipts. Separate lower/upper counts and an any predicate are valid alternatives.
main_baseline_Q01_quality_r4,main,baseline,Q01_quality,answerable,2,E002,query,"{""aggregation"": ""count"", ""columns"": [], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Year"", ""operator"": ""lt"", ""value"": ""1980""}], ""group_by"": [], ""limit"": 1, ""operation"": ""count"", ""sort_by"": []}",False,True,True,1,1.0,,Suitable operation and parameters. Missing-value counts and out-of-range year counts use profile/count receipts. Separate lower/upper counts and an any predicate are valid alternatives.
main_baseline_Q01_quality_r4,main,baseline,Q01_quality,answerable,3,E003,query,"{""aggregation"": ""count"", ""columns"": [], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Year"", ""operator"": ""gt"", ""value"": ""2016""}], ""group_by"": [], ""limit"": 1, ""operation"": ""count"", ""sort_by"": []}",False,True,True,1,1.0,,Suitable operation and parameters. Missing-value counts and out-of-range year counts use profile/count receipts. Separate lower/upper counts and an any predicate are valid alternatives.
main_baseline_Q01_quality_r4,main,baseline,Q01_quality,answerable,4,E004,query,"{""aggregation"": ""count"", ""columns"": [], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Publisher"", ""operator"": ""is_null"", ""value"": null}], ""group_by"": [], ""limit"": 1, ""operation"": ""count"", ""sort_by"": []}",False,True,True,1,1.0,,Suitable operation and parameters. Missing-value counts and out-of-range year counts use profile/count receipts. Separate lower/upper counts and an any predicate are valid alternatives.
main_baseline_Q01_quality_r5,main,baseline,Q01_quality,answerable,1,E001,query,"{""aggregation"": ""count"", ""columns"": [], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Year"", ""operator"": ""is_null"", ""value"": null}], ""group_by"": [], ""limit"": 1, ""operation"": ""count"", ""sort_by"": []}",False,True,True,1,1.0,,Suitable operation and parameters. Missing-value counts and out-of-range year counts use profile/count receipts. Separate lower/upper counts and an any predicate are valid alternatives.
main_baseline_Q01_quality_r5,main,baseline,Q01_quality,answerable,2,E002,query,"{""aggregation"": ""count"", ""columns"": [], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Year"", ""operator"": ""lt"", ""value"": ""1980""}], ""group_by"": [], ""limit"": 1, ""operation"": ""count"", ""sort_by"": []}",False,True,True,1,1.0,,Suitable operation and parameters. Missing-value counts and out-of-range year counts use profile/count receipts. Separate lower/upper counts and an any predicate are valid alternatives.
main_baseline_Q01_quality_r5,main,baseline,Q01_quality,answerable,3,E003,query,"{""aggregation"": ""count"", ""columns"": [], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Year"", ""operator"": ""gt"", ""value"": ""2016""}], ""group_by"": [], ""limit"": 1, ""operation"": ""count"", ""sort_by"": []}",False,True,True,1,1.0,,Suitable operation and parameters. Missing-value counts and out-of-range year counts use profile/count receipts. Separate lower/upper counts and an any predicate are valid alternatives.
main_baseline_Q01_quality_r5,main,baseline,Q01_quality,answerable,4,E004,query,"{""aggregation"": ""count"", ""columns"": [], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Publisher"", ""operator"": ""is_null"", ""value"": null}], ""group_by"": [], ""limit"": 1, ""operation"": ""count"", ""sort_by"": []}",False,True,True,1,1.0,,Suitable operation and parameters. Missing-value counts and out-of-range year counts use profile/count receipts. Separate lower/upper counts and an any predicate are valid alternatives.
main_baseline_Q02_top_games_r1,main,baseline,Q02_top_games,answerable,1,E001,query,"{""aggregation"": ""count"", ""columns"": [""Name"", ""Platform"", ""Global_Sales"", ""Rank""], ""descending"": true, ""filter_mode"": ""all"", ""filters"": [], ""group_by"": [], ""limit"": 5, ""operation"": ""select"", ""sort_by"": [""Global_Sales"", ""Rank""]}",False,True,True,1,1.0,,"Suitable operation and parameters. Selects individual rows by descending Global_Sales and ascending Rank, takes five, and plots Name against Global_Sales from the resulting receipt."
