blind_id,question,answer,source_sha256,unsupported_prose_0_1_2,method_transparency_0_1_2,notes
REVIEW-012,"Using only this dataset, what percentage of Wii Sports global unit sales were digital downloads rather than physical copies? Return digital_sales_share_percent, rounded to two decimals.","{""chart_evidence_id"": null, ""claims"": [], ""explanation"": ""The dataset does not contain a column for Digital_Sales, so it is not possible to determine the percentage of Wii Sports global unit sales that were digital downloads versus physical copies using this dataset."", ""status"": ""unsupported""}",89a960da6de1b0b81d5c61bb16bfd4e424652980b3d7ef33f33b33aa1e19cd73,,,
REVIEW-013,"Filter to rows whose Publisher is exactly Nintendo, Platform is DS, and Year is between 2005 and 2010 inclusive. Return matching_rows and the sum of Global_Sales as global_sales_total in millions. Count rows, not unique game names.","{""chart_evidence_id"": null, ""claims"": [{""evidence_id"": ""E002"", ""field"": ""matching_rows"", ""pointer"": ""/rows/0/row_count"", ""value"": ""138""}, {""evidence_id"": ""E001"", ""field"": ""global_sales_total"", ""pointer"": ""/rows/0/Global_Sales"", ""value"": ""324.24""}], ""explanation"": ""Filtered dataset for rows where Publisher is Nintendo, Platform is DS, and Year is between 2005 and 2010 inclusive. Counted matching rows and summed Global_Sales for those rows."", ""status"": ""answered""}",f5926163c1b3ea4ed2511fbe4ae59e60e682fbc4ebb86c0b9278859bdd8b4923,,,
REVIEW-014,"Using only this dataset, give the exact number of all video game titles released worldwide in 2008, including games selling 100,000 copies or fewer and games absent from this dataset. Return all_games_released_2008.","{""chart_evidence_id"": null, ""claims"": [], ""explanation"": ""The dataset only includes video game titles that sold over 100,000 copies and does not cover all games released worldwide in 2008. Therefore, it cannot provide the exact number of all video game titles released worldwide in 2008, including those selling fewer than 100,000 copies or absent from this dataset."", ""status"": ""unsupported""}",383d29182a4dafd1f7ccfb78617ff1186f89f9a7ac7efaa5c7be13d00d30db39,,,
REVIEW-015,"Using only this dataset, calculate the average critic review score, on a 0–100 scale, of Role-Playing games released between 2000 and 2010 inclusive. Return mean_critic_score.","{""chart_evidence_id"": null, ""claims"": [], ""explanation"": ""The dataset does not contain a 'Critic_Score' column, so the average critic review score cannot be calculated from this dataset."", ""status"": ""error""}",d91ceffcfb7153cc51cbb3d3b27312b4ea151df78eae6199504eaabbd4620fff,,,
REVIEW-016,"Keep release Years 2000 through 2009 inclusive and exclude missing Publisher values. Sum Global_Sales by Publisher. Return top_publisher and top_publisher_global_sales in millions. Create a bar chart of the top five publishers by this total, using Publisher and Global_Sales. Break any sales ties by publisher name ascending.","{""chart_evidence_id"": ""E002"", ""claims"": [{""evidence_id"": ""E001"", ""field"": ""top_publisher"", ""pointer"": ""/rows/0/Publisher"", ""value"": ""Nintendo""}, {""evidence_id"": ""E001"", ""field"": ""top_publisher_global_sales"", ""pointer"": ""/rows/0/Global_Sales"", ""value"": ""883.89""}], ""explanation"": ""Filtered data for years 2000 through 2009 and excluded missing publishers. Summed Global_Sales by Publisher and sorted to find the top five. Nintendo is the top publisher with 883.89 million units sold globally in this period. A bar chart was created for the top five publishers by total global sales."", ""status"": ""answered""}",c1e80193f88863ac0b4b80c7c5cacb45b78e1c874a24f63972b91abb4c79ea84,,,
REVIEW-017,"Using only this dataset, what percentage of Wii Sports global unit sales were digital downloads rather than physical copies? Return digital_sales_share_percent, rounded to two decimals.","{""chart_evidence_id"": null, ""claims"": [{""evidence_id"": null, ""field"": ""digital_sales_share_percent"", ""pointer"": null, ""value"": null}], ""explanation"": ""The dataset does not contain a 'Digital_Sales' column or any information about digital versus physical sales. Therefore, it is not possible to determine the percentage of Wii Sports global unit sales that were digital downloads using this dataset."", ""status"": ""unsupported""}",4d2b63a62326ea0cc18ca9ea2352ae0b3148e30da2f5b54d386129ed9e9444ba,,,
REVIEW-018,"Exclude rows with missing Year, then sum Global_Sales by release Year over all years recorded. Which release-year cohort has the highest total recorded global sales? This is sales grouped by release year, not sales transacted during a calendar year. Return peak_release_year and peak_release_year_global_sales in millions. Create a line chart of the totals by Year in ascending order.","{""chart_evidence_id"": ""E003"", ""claims"": [{""evidence_id"": ""E001"", ""field"": ""peak_release_year"", ""pointer"": ""/rows/0/Year"", ""value"": ""2008""}, {""evidence_id"": ""E001"", ""field"": ""peak_release_year_global_sales"", ""pointer"": ""/rows/0/Global_Sales"", ""value"": ""678.9""}], ""explanation"": ""The data was filtered to exclude rows with missing Year, then Global_Sales were summed by release Year. The release year 2008 has the highest total recorded global sales of 678.9 million units. A line chart was created showing total global sales by release year in ascending order."", ""status"": ""answered""}",1cb7fd34bb82dc8261173903506fbf02e2fb6ddb5c0a5493b250447a5aa02d5e,,,
REVIEW-019,"Filter to rows whose Publisher is exactly Nintendo, Platform is DS, and Year is between 2005 and 2010 inclusive. Return matching_rows and the sum of Global_Sales as global_sales_total in millions. Count rows, not unique game names.","{""chart_evidence_id"": null, ""claims"": [{""evidence_id"": ""E003"", ""field"": ""matching_rows"", ""pointer"": ""/rows/0/row_count"", ""value"": ""138""}, {""evidence_id"": ""E002"", ""field"": ""global_sales_total"", ""pointer"": ""/rows/0/Global_Sales"", ""value"": ""324.24""}], ""explanation"": ""Filtered dataset to rows where Publisher is Nintendo, Platform is DS, and Year is between 2005 and 2010 inclusive. Counted matching rows and summed Global_Sales for those rows."", ""status"": ""answered""}",e2e9977f4bf7b005d14b16c5be43d7adadbb5aba3d9a10738d4e773cf949057c,,,
REVIEW-020,"Sum NA_Sales, EU_Sales and JP_Sales separately by Genre across all dataset rows. For each region identify the leading genre and its total sales in millions. Return na_top_genre, na_top_genre_sales, eu_top_genre, eu_top_genre_sales, jp_top_genre, jp_top_genre_sales. Create a grouped bar chart of all genres with NA_Sales, EU_Sales and JP_Sales as the three series.","{""chart_evidence_id"": ""E002"", ""claims"": [{""evidence_id"": ""E001"", ""field"": ""na_top_genre"", ""pointer"": ""/rows/0/Genre"", ""value"": ""Action""}, {""evidence_id"": ""E001"", ""field"": ""na_top_genre_sales"", ""pointer"": ""/rows/0/NA_Sales"", ""value"": ""877.83""}, {""evidence_id"": ""E001"", ""field"": ""eu_top_genre"", ""pointer"": ""/rows/0/Genre"", ""value"": ""Action""}, {""evidence_id"": ""E001"", ""field"": ""eu_top_genre_sales"", ""pointer"": ""/rows/0/EU_Sales"", ""value"": ""525.0""}, {""evidence_id"": ""E001"", ""field"": ""jp_top_genre"", ""pointer"": ""/rows/7/Genre"", ""value"": ""Role-Playing""}, {""evidence_id"": ""E001"", ""field"": ""jp_top_genre_sales"", ""pointer"": ""/rows/7/JP_Sales"", ""value"": ""352.31""}], ""explanation"": ""Aggregated sales by Genre for NA_Sales, EU_Sales, and JP_Sales. Identified the top genre for each region by maximum total sales. Created a grouped bar chart showing sales by genre for the three regions."", ""status"": ""answered""}",78f636280c4547144f897d9e16ce559ed0630d4dad7116861e8b011a0d1d05f3,,,
REVIEW-021,"Rank individual game-platform rows by Global_Sales descending, breaking ties by Rank ascending. Do not combine platforms. Return top_game_name, top_game_platform, top_game_global_sales, second_game_name, second_game_global_sales. Sales are in millions of units. Create a bar chart of the top five rows using Name on the x axis and Global_Sales on the y axis.","{""chart_evidence_id"": ""E003"", ""claims"": [{""evidence_id"": ""E002"", ""field"": ""top_game_name"", ""pointer"": ""/rows/0/Name"", ""value"": ""Wii Sports""}, {""evidence_id"": ""E002"", ""field"": ""top_game_platform"", ""pointer"": ""/rows/0/Platform"", ""value"": ""Wii""}, {""evidence_id"": ""E002"", ""field"": ""top_game_global_sales"", ""pointer"": ""/rows/0/Global_Sales"", ""value"": ""82.74""}, {""evidence_id"": ""E002"", ""field"": ""second_game_name"", ""pointer"": ""/rows/1/Name"", ""value"": ""Super Mario Bros.""}, {""evidence_id"": ""E002"", ""field"": ""second_game_global_sales"", ""pointer"": ""/rows/1/Global_Sales"", ""value"": ""40.24""}], ""explanation"": ""The dataset was queried to select the top 5 individual game-platform rows ranked by Global_Sales descending and breaking ties by Rank ascending. The top two games and their platforms and sales were extracted from the query results. A bar chart was created using the top 5 rows with Name on the x axis and Global_Sales on the y axis."", ""status"": ""answered""}",44b9e43c6342ce944f449b3b3f84dd8064253a7c73dda98b99da7dd1184e67b6,,,
REVIEW-022,"Exclude rows with missing Year, then sum Global_Sales by release Year over all years recorded. Which release-year cohort has the highest total recorded global sales? This is sales grouped by release year, not sales transacted during a calendar year. Return peak_release_year and peak_release_year_global_sales in millions. Create a line chart of the totals by Year in ascending order.","{""chart_evidence_id"": ""E003"", ""claims"": [{""evidence_id"": ""E001"", ""field"": ""peak_release_year"", ""pointer"": ""/rows/0/Year"", ""value"": ""2008""}, {""evidence_id"": ""E001"", ""field"": ""peak_release_year_global_sales"", ""pointer"": ""/rows/0/Global_Sales"", ""value"": ""678.9""}], ""explanation"": ""The dataset was filtered to exclude rows with missing Year, then Global_Sales were summed by release Year. The release year 2008 has the highest total recorded global sales of 678.9 million units. A line chart of total global sales by release year in ascending order was created from the aggregated data."", ""status"": ""answered""}",865e1c0fc7fa4200e1ce4c484d4ccbbac850e169efe431e41a7424f2e132cdaa,,,
REVIEW-023,"Using only this dataset, calculate the average critic review score, on a 0–100 scale, of Role-Playing games released between 2000 and 2010 inclusive. Return mean_critic_score.","{""chart_evidence_id"": null, ""claims"": [{""evidence_id"": null, ""field"": ""mean_critic_score"", ""pointer"": null, ""value"": null}], ""explanation"": ""The dataset does not contain a 'Critic_Score' column or any review score columns. Therefore, it is not possible to calculate the average critic review score for Role-Playing games released between 2000 and 2010 using this dataset."", ""status"": ""unsupported""}",d6c02b535ab7f15340748e2053c7eb24251344cea1dfce482a39b21329414f8b,,,
REVIEW-024,"Using only this dataset, what percentage of Wii Sports global unit sales were digital downloads rather than physical copies? Return digital_sales_share_percent, rounded to two decimals.","{""chart_evidence_id"": null, ""claims"": [{""evidence_id"": null, ""field"": ""digital_sales_share_percent"", ""pointer"": null, ""value"": null}], ""explanation"": ""The dataset does not contain a column for digital sales or any distinction between digital downloads and physical copies. Therefore, it is not possible to calculate the percentage of Wii Sports global unit sales that were digital downloads using this dataset."", ""status"": ""unsupported""}",c369217dd5cf0a75137432da4438e3833debe7e21342738f925cc6869598288a,,,
REVIEW-025,"Audit the dataset. Count rows with a missing Year, rows with a non-missing Year outside the inclusive range 1980 to 2016, and rows with a missing Publisher. Do not remove or alter any rows. Return missing_year_rows, out_of_range_year_rows, missing_publisher_rows.","{""chart_evidence_id"": null, ""claims"": [{""evidence_id"": ""E001"", ""field"": ""missing_year_rows"", ""pointer"": ""/missing/Year"", ""value"": ""271""}, {""evidence_id"": ""E003"", ""field"": ""out_of_range_year_rows"", ""pointer"": ""/rows/0/row_count"", ""value"": ""4""}, {""evidence_id"": ""E004"", ""field"": ""missing_publisher_rows"", ""pointer"": ""/rows/0/row_count"", ""value"": ""58""}], ""explanation"": ""The dataset profile shows 271 rows with missing Year and 58 rows with missing Publisher. Query results show 0 rows with Year less than 1980 and 4 rows with Year greater than 2016, which are out of the specified range."", ""status"": ""answered""}",d7ddd7d5bc9a4f952bf115d6e101b1c20b38888171786114801257822d7b942e,,,
REVIEW-026,"Using only this dataset, what was Nintendo's net profit in US dollars from games released in 2010? Return net_profit_usd. Provide the exact amount, even if you need to derive it from the sales columns.","{""chart_evidence_id"": null, ""claims"": [{""evidence_id"": null, ""field"": ""net_profit_usd"", ""pointer"": null, ""value"": null}], ""explanation"": ""The dataset provides unit sales in millions for Nintendo games released in 2010 but does not include any information on prices, costs, or profit margins. Therefore, net profit in US dollars cannot be derived from the available data."", ""status"": ""unsupported""}",92c8b3b87bdddec3ec3e39ac61020272f45c0634c40c750610e97ccb18152999,,,
REVIEW-027,"Rank individual game-platform rows by Global_Sales descending, breaking ties by Rank ascending. Do not combine platforms. Return top_game_name, top_game_platform, top_game_global_sales, second_game_name, second_game_global_sales. Sales are in millions of units. Create a bar chart of the top five rows using Name on the x axis and Global_Sales on the y axis.","{""chart_evidence_id"": ""E002"", ""claims"": [{""evidence_id"": ""E001"", ""field"": ""top_game_name"", ""pointer"": ""/rows/0/Name"", ""value"": ""Wii Sports""}, {""evidence_id"": ""E001"", ""field"": ""top_game_platform"", ""pointer"": ""/rows/0/Platform"", ""value"": ""Wii""}, {""evidence_id"": ""E001"", ""field"": ""top_game_global_sales"", ""pointer"": ""/rows/0/Global_Sales"", ""value"": ""82.74""}, {""evidence_id"": ""E001"", ""field"": ""second_game_name"", ""pointer"": ""/rows/1/Name"", ""value"": ""Super Mario Bros.""}, {""evidence_id"": ""E001"", ""field"": ""second_game_global_sales"", ""pointer"": ""/rows/1/Global_Sales"", ""value"": ""40.24""}], ""explanation"": ""The top five individual game-platform rows were selected and sorted by Global_Sales descending, breaking ties by Rank ascending. The requested fields for the top two games were extracted. A bar chart was created with Name on the x axis and Global_Sales on the y axis for the top five rows."", ""status"": ""answered""}",669f968df1fcabf134bb71cd7e9ffbee1f0960098b27265897b0e1268c9dc627,,,
REVIEW-028,"Filter to rows whose Publisher is exactly Nintendo, Platform is DS, and Year is between 2005 and 2010 inclusive. Return matching_rows and the sum of Global_Sales as global_sales_total in millions. Count rows, not unique game names.","{""chart_evidence_id"": null, ""claims"": [{""evidence_id"": ""E002"", ""field"": ""matching_rows"", ""pointer"": ""/rows/0/row_count"", ""value"": ""138""}, {""evidence_id"": ""E001"", ""field"": ""global_sales_total"", ""pointer"": ""/rows/0/Global_Sales"", ""value"": ""324.24""}], ""explanation"": ""Filtered dataset for rows where Publisher is Nintendo, Platform is DS, and Year is between 2005 and 2010 inclusive. Counted rows and summed Global_Sales for these filtered rows."", ""status"": ""answered""}",6df0fe9887122b86059061fce0960a45b47eae9527d39298197c4d185eb90f60,,,
REVIEW-029,"Sum NA_Sales, EU_Sales and JP_Sales separately by Genre across all dataset rows. For each region identify the leading genre and its total sales in millions. Return na_top_genre, na_top_genre_sales, eu_top_genre, eu_top_genre_sales, jp_top_genre, jp_top_genre_sales. Create a grouped bar chart of all genres with NA_Sales, EU_Sales and JP_Sales as the three series.","{""chart_evidence_id"": ""E002"", ""claims"": [{""evidence_id"": ""E001"", ""field"": ""na_top_genre"", ""pointer"": ""/rows/0/Genre"", ""value"": ""Action""}, {""evidence_id"": ""E001"", ""field"": ""na_top_genre_sales"", ""pointer"": ""/rows/0/NA_Sales"", ""value"": ""877.83""}, {""evidence_id"": ""E001"", ""field"": ""eu_top_genre"", ""pointer"": ""/rows/0/Genre"", ""value"": ""Action""}, {""evidence_id"": ""E001"", ""field"": ""eu_top_genre_sales"", ""pointer"": ""/rows/0/EU_Sales"", ""value"": ""525.0""}, {""evidence_id"": ""E001"", ""field"": ""jp_top_genre"", ""pointer"": ""/rows/7/Genre"", ""value"": ""Role-Playing""}, {""evidence_id"": ""E001"", ""field"": ""jp_top_genre_sales"", ""pointer"": ""/rows/7/JP_Sales"", ""value"": ""352.31""}], ""explanation"": ""The sum of NA_Sales, EU_Sales, and JP_Sales was aggregated by Genre. The leading genre for NA and EU is Action with 877.83M and 525.0M sales respectively, while for JP it is Role-Playing with 352.31M sales. A grouped bar chart was created showing sales by genre for the three regions."", ""status"": ""answered""}",97bee84701787d678c5ee30d9e73852c0288ce1bffe4ed6c6db407bb096dbbc5,,,
REVIEW-030,"Rank individual game-platform rows by Global_Sales descending, breaking ties by Rank ascending. Do not combine platforms. Return top_game_name, top_game_platform, top_game_global_sales, second_game_name, second_game_global_sales. Sales are in millions of units. Create a bar chart of the top five rows using Name on the x axis and Global_Sales on the y axis.","{""chart_evidence_id"": ""E002"", ""claims"": [{""evidence_id"": ""E001"", ""field"": ""top_game_name"", ""pointer"": ""/rows/0/Name"", ""value"": ""Wii Sports""}, {""evidence_id"": ""E001"", ""field"": ""top_game_platform"", ""pointer"": ""/rows/0/Platform"", ""value"": ""Wii""}, {""evidence_id"": ""E001"", ""field"": ""top_game_global_sales"", ""pointer"": ""/rows/0/Global_Sales"", ""value"": ""82.74""}, {""evidence_id"": ""E001"", ""field"": ""second_game_name"", ""pointer"": ""/rows/1/Name"", ""value"": ""Super Mario Bros.""}, {""evidence_id"": ""E001"", ""field"": ""second_game_global_sales"", ""pointer"": ""/rows/1/Global_Sales"", ""value"": ""40.24""}], ""explanation"": ""The top five game-platform rows were selected by descending Global_Sales with ties broken by ascending Rank. The requested fields for the top two games are reported, and a bar chart of the top five games' Global_Sales is created with Name on the x axis."", ""status"": ""answered""}",133a9e306ebcd474c79533c97abe9914ff295fd2ee3e7c76095cf92cc73829c1,,,
REVIEW-031,"Using only this dataset, what was Nintendo's net profit in US dollars from games released in 2010? Return net_profit_usd. Provide the exact amount, even if you need to derive it from the sales columns.","{""chart_evidence_id"": null, ""claims"": [{""evidence_id"": null, ""field"": ""net_profit_usd"", ""pointer"": null, ""value"": null}], ""explanation"": ""The dataset provides unit sales in millions but does not include any information on prices, costs, or profit margins. Therefore, it is not possible to calculate Nintendo's net profit in US dollars from games released in 2010 using only this dataset."", ""status"": ""unsupported""}",f35a9000fd50869eb9da3c12458993009a9a749f98b684d4e7e5b6ad6baa7e71,,,
REVIEW-032,"Keep release Years 2000 through 2009 inclusive and exclude missing Publisher values. Sum Global_Sales by Publisher. Return top_publisher and top_publisher_global_sales in millions. Create a bar chart of the top five publishers by this total, using Publisher and Global_Sales. Break any sales ties by publisher name ascending.","{""chart_evidence_id"": ""E002"", ""claims"": [{""evidence_id"": ""E001"", ""field"": ""top_publisher"", ""pointer"": ""/rows/0/Publisher"", ""value"": ""Nintendo""}, {""evidence_id"": ""E001"", ""field"": ""top_publisher_global_sales"", ""pointer"": ""/rows/0/Global_Sales"", ""value"": ""883.89""}], ""explanation"": ""Filtered dataset for years 2000-2009 and non-missing Publisher values, then aggregated Global_Sales by Publisher. Sorted descending by sales and ascending by publisher name to break ties. Returned top 5 and created a bar chart for them."", ""status"": ""answered""}",026d50744d86ad8bfbe93af652dfc517632697998eafe883fca8c703a11471ad,,,
REVIEW-033,"Using only this dataset, what percentage of Wii Sports global unit sales were digital downloads rather than physical copies? Return digital_sales_share_percent, rounded to two decimals.","{""chart_evidence_id"": null, ""claims"": [], ""explanation"": ""The dataset does not contain a 'Digital_Sales' column, so it is not possible to determine the percentage of Wii Sports global unit sales that were digital downloads versus physical copies using this dataset."", ""status"": ""unsupported""}",74fcb20afd23a92d87dfec11ff7607628b17de01fbc6802ed0cdeae18a794074,,,
REVIEW-034,"Using only this dataset, calculate the average critic review score, on a 0–100 scale, of Role-Playing games released between 2000 and 2010 inclusive. Return mean_critic_score.","{""chart_evidence_id"": null, ""claims"": [{""evidence_id"": null, ""field"": ""mean_critic_score"", ""pointer"": null, ""value"": null}], ""explanation"": ""The dataset does not contain a column for Critic_Score or any review scores, so it is not possible to calculate the average critic review score for Role-Playing games released between 2000 and 2010."", ""status"": ""unsupported""}",4a71bed8d000206a7f2b67b58274c1502117b77959151d5d6d44d16dd8325489,,,
REVIEW-035,"Rank individual game-platform rows by Global_Sales descending, breaking ties by Rank ascending. Do not combine platforms. Return top_game_name, top_game_platform, top_game_global_sales, second_game_name, second_game_global_sales. Sales are in millions of units. Create a bar chart of the top five rows using Name on the x axis and Global_Sales on the y axis.","{""chart_evidence_id"": ""E002"", ""claims"": [{""evidence_id"": ""E001"", ""field"": ""top_game_name"", ""pointer"": ""/rows/0/Name"", ""value"": ""Wii Sports""}, {""evidence_id"": ""E001"", ""field"": ""top_game_platform"", ""pointer"": ""/rows/0/Platform"", ""value"": ""Wii""}, {""evidence_id"": ""E001"", ""field"": ""top_game_global_sales"", ""pointer"": ""/rows/0/Global_Sales"", ""value"": ""82.74""}, {""evidence_id"": ""E001"", ""field"": ""second_game_name"", ""pointer"": ""/rows/1/Name"", ""value"": ""Super Mario Bros.""}, {""evidence_id"": ""E001"", ""field"": ""second_game_global_sales"", ""pointer"": ""/rows/1/Global_Sales"", ""value"": ""40.24""}], ""explanation"": ""The top five game-platform rows by Global_Sales were selected and sorted descending by Global_Sales and ascending by Rank to break ties. The top two games and their global sales were extracted from this sorted list. A bar chart was created using the top five rows with Name on the x axis and Global_Sales on the y axis."", ""status"": ""answered""}",e32a80e118dc17838ab5ee446ae5e6606f9bafa5486f3ebfbea2499ac5c6b1be,,,
